student_id,study_hours,attendance_percentage,internet_access,extra_activities,math_score,science_score,english_score,overall_score,final_grade
12920,1.8,82.2,yes,no,41.5,36.9,39.2,38.5,F
12921,3.7,97.4,yes,no,59.6,63.0,57.8,64.0,D
12922,3.5,53.2,yes,no,36.1,42.6,39.6,45.4,E
12923,7.7,51.8,yes,no,72.5,78.8,76.7,81.4,C
12924,4.6,64.0,yes,yes,69.1,54.5,68.0,71.6,C
12925,5.7,51.9,yes,yes,59.1,88.2,64.1,67.0,D
12926,1.8,71.9,yes,yes,69.3,50.4,47.9,52.7,E
12927,8.0,98.1,yes,no,93.5,100.0,100.0,100.0,A
12928,4.2,67.8,yes,no,43.6,58.4,50.9,63.1,D
12929,1.1,86.6,yes,no,54.8,33.4,48.7,47.9,E
12930,5.1,82.3,yes,yes,75.7,69.1,62.5,68.4,D
12931,2.9,51.6,yes,yes,51.8,60.5,44.8,51.0,E
12932,2.7,61.6,yes,no,36.4,29.4,45.0,36.3,F
12933,2.9,81.5,no,no,57.5,71.6,68.3,60.1,D
12934,3.9,54.6,yes,yes,51.6,49.5,57.5,54.6,E
12935,2.7,72.9,yes,yes,54.6,44.5,66.1,56.5,D
12936,6.3,83.9,yes,yes,93.3,96.2,100.0,93.1,B
12937,1.8,67.0,yes,no,43.2,59.7,53.4,45.8,E
12938,1.6,65.6,yes,no,16.7,56.2,36.9,35.5,F
12939,1.3,86.2,yes,no,42.7,39.7,63.1,53.7,E
12940,3.6,70.9,yes,no,52.0,43.6,39.1,50.4,E
12941,1.3,76.6,yes,yes,29.1,34.6,34.6,40.4,E
12942,0.7,60.0,yes,no,11.3,15.8,19.9,20.4,F
12943,2.7,89.5,yes,no,64.3,59.2,59.7,57.5,D
12944,7.9,80.0,no,no,80.4,100.0,85.4,97.7,A
12945,0.6,98.6,no,no,38.5,72.1,33.8,49.5,E
12946,1.0,87.8,yes,no,42.6,63.9,34.3,37.0,F
12947,4.9,80.0,yes,yes,72.9,91.4,84.8,81.1,C
12948,4.2,80.7,yes,yes,60.9,61.5,77.9,62.3,D
12949,1.3,66.6,yes,no,10.8,25.8,37.3,37.9,F
12950,7.2,72.3,yes,yes,100.0,75.1,99.2,95.1,A
12951,5.6,83.7,yes,no,88.6,89.4,79.5,79.5,C
12952,4.2,75.8,yes,no,59.2,60.8,84.7,59.8,D
12953,4.6,97.7,yes,no,62.5,93.0,78.6,74.2,C
12954,6.5,77.7,yes,no,93.2,75.9,68.0,78.1,C
12955,1.2,50.6,yes,yes,42.5,34.3,25.1,20.1,F
12956,7.5,56.3,yes,yes,93.8,88.8,78.6,77.4,C
12957,1.3,52.3,yes,no,44.2,10.3,33.0,35.9,F
12958,3.9,95.2,yes,no,61.6,63.3,53.7,60.4,D
12959,2.4,65.8,yes,yes,46.7,49.4,51.1,50.7,E
12960,5.5,91.8,yes,yes,96.9,70.5,80.1,83.9,C
12961,6.8,72.3,yes,no,87.0,100.0,84.6,88.6,B
12962,5.1,96.0,yes,no,46.5,82.2,79.6,76.5,C
12963,2.2,74.1,yes,no,48.8,69.3,54.6,48.9,E
12964,6.3,93.0,yes,yes,92.9,97.7,93.5,95.0,B
12965,7.6,83.6,yes,yes,86.3,96.1,88.3,93.1,B
12966,1.7,63.3,yes,yes,52.7,48.2,40.4,44.6,E
12967,2.4,78.8,yes,no,50.6,59.5,64.0,57.6,D
12968,4.5,63.4,yes,yes,67.0,75.7,66.6,65.1,D
12969,6.0,60.0,no,no,49.2,76.1,66.1,73.8,C
12970,1.5,66.0,yes,no,19.7,14.9,9.3,30.2,F
12971,0.9,64.8,yes,no,33.5,56.3,46.0,36.8,F
12972,4.8,74.8,yes,yes,49.0,60.7,59.2,69.6,D
12973,6.5,81.9,no,yes,70.1,76.6,67.4,79.9,C
12974,2.7,98.4,yes,no,68.5,60.6,67.2,61.4,D
12975,4.9,73.5,no,yes,65.8,53.7,54.6,70.3,C
12976,6.5,88.0,yes,yes,98.2,82.2,77.6,84.3,C
12977,0.7,74.6,yes,no,33.3,24.2,38.6,30.4,F
12978,3.0,71.7,yes,yes,47.1,64.3,64.5,60.0,D
12979,2.8,70.6,yes,no,60.1,57.8,42.9,46.9,E
12980,5.9,93.8,yes,no,95.7,74.0,85.5,89.3,B
12981,5.5,57.3,yes,yes,72.2,63.2,61.6,69.7,D
12982,6.7,64.5,yes,yes,80.9,68.0,67.0,71.1,C
12983,4.6,86.0,yes,no,71.4,100.0,76.9,81.2,C
12984,2.2,64.8,no,no,43.0,36.8,39.9,40.7,E
12985,3.7,50.1,yes,yes,42.2,25.7,58.6,50.1,E
12986,3.5,60.8,no,no,55.9,49.3,52.8,48.6,E
12987,5.5,51.5,yes,no,52.3,72.6,63.4,64.4,D
12988,7.7,64.6,yes,no,94.6,84.3,87.8,93.4,B
12989,3.9,66.3,yes,no,76.3,55.2,73.2,65.5,D
12990,5.3,97.7,yes,no,77.8,77.6,91.6,80.9,C
12991,1.8,90.4,yes,no,70.1,59.9,57.5,57.2,D
12992,4.8,56.1,yes,no,54.9,56.1,65.8,61.2,D
12993,6.0,56.1,yes,yes,58.6,82.0,46.8,70.6,C
12994,6.2,99.8,yes,no,89.0,84.0,79.9,86.5,B
12995,7.8,83.6,yes,yes,96.0,100.0,83.1,97.4,A
12996,7.9,81.3,yes,yes,100.0,92.2,100.0,100.0,A
12997,4.4,79.4,no,no,48.8,69.0,45.5,57.4,D
12998,7.0,57.5,no,no,79.9,58.9,99.7,70.4,C
12999,6.0,63.2,yes,yes,65.5,70.3,72.5,64.9,D
13000,4.4,71.6,yes,yes,83.4,71.9,76.9,73.8,C
13001,0.7,72.3,yes,yes,20.8,13.2,23.6,28.8,F
13002,7.8,98.5,yes,yes,96.4,100.0,95.6,100.0,A
13003,7.7,52.2,yes,no,92.0,98.0,94.0,91.5,B
13004,4.4,50.7,no,yes,74.2,60.4,82.9,62.5,D
13005,3.1,95.7,yes,no,67.2,70.7,69.9,62.3,D
13006,1.3,93.9,yes,no,35.9,59.6,55.8,50.4,E
13007,0.9,64.5,no,no,18.3,24.1,24.2,26.8,F
13008,6.5,66.1,no,no,74.5,72.9,56.0,75.8,C
13009,3.6,79.6,yes,no,50.9,70.5,53.8,58.2,D
13010,4.7,60.1,yes,yes,73.4,49.1,51.7,56.5,D
13011,2.8,93.8,no,yes,52.5,83.8,57.4,59.6,D
13012,5.1,63.5,yes,no,52.5,58.7,63.5,64.3,D
13013,6.2,53.0,no,no,69.8,91.5,76.4,75.1,C
13014,7.2,76.6,yes,yes,100.0,91.7,89.2,97.3,A
13015,4.2,86.7,yes,yes,65.5,58.7,77.7,68.8,D
13016,2.8,97.8,yes,yes,70.5,62.7,70.6,54.7,E
13017,1.1,81.2,yes,yes,21.1,31.1,31.8,35.2,F
13018,6.9,55.1,yes,yes,81.3,59.4,85.0,83.8,C
13019,6.9,83.1,no,yes,100.0,88.5,67.8,78.7,C
13020,3.2,54.6,yes,no,45.2,45.4,27.7,39.6,F
13021,2.1,59.7,yes,yes,35.5,25.4,55.4,42.9,E
13022,5.6,64.8,yes,yes,61.0,65.4,86.3,77.7,C
13023,6.2,52.8,yes,no,65.7,73.8,75.2,75.0,C
13024,5.9,68.3,yes,no,67.7,63.5,71.6,67.8,D
13025,1.0,88.4,yes,no,63.2,62.8,56.6,51.9,E
13026,7.9,52.7,yes,no,74.3,90.8,74.2,85.4,B
13027,4.6,74.8,yes,no,57.2,64.6,54.4,68.6,D
13028,5.1,61.3,yes,yes,68.7,59.2,53.6,70.2,C
13029,0.8,78.3,no,no,56.4,25.0,41.5,38.9,F
13030,0.6,74.6,yes,no,52.9,50.3,53.4,41.5,E
13031,1.4,58.3,yes,no,11.9,18.7,35.3,30.0,F
13032,3.4,92.6,yes,yes,54.8,54.0,49.2,56.2,D
13033,7.6,75.0,yes,no,89.8,84.9,65.4,85.5,B
13034,6.0,99.3,yes,no,87.6,74.6,97.2,88.3,B
13035,8.0,99.2,yes,yes,88.5,100.0,100.0,100.0,A
13036,5.6,62.6,yes,no,88.2,88.2,77.9,78.9,C
13037,1.2,94.2,yes,no,47.5,40.5,43.2,40.9,E
13038,5.7,86.0,yes,no,93.7,66.6,72.5,79.7,C
13039,5.3,71.6,no,yes,80.1,86.1,73.8,78.4,C
13040,7.1,90.8,yes,no,94.3,92.0,94.0,98.8,A
13041,4.6,71.0,yes,no,72.8,59.2,73.5,68.4,D
13042,2.3,74.6,no,no,33.1,62.7,33.7,41.1,E
13043,6.0,68.6,yes,yes,85.3,58.7,72.2,76.6,C
13044,6.2,92.2,yes,yes,98.7,69.7,75.2,81.7,C
13045,4.4,95.3,yes,yes,61.4,75.5,64.4,71.9,C
13046,1.2,57.6,yes,no,17.7,24.2,21.9,25.8,F
13047,3.6,79.5,yes,no,77.2,63.5,61.5,61.3,D
13048,6.8,55.8,yes,yes,85.0,78.8,82.3,76.8,C
13049,2.8,94.3,yes,no,53.6,52.0,63.6,53.5,E
13050,6.0,61.0,yes,no,47.9,73.5,90.4,62.8,D
13051,2.4,51.8,yes,yes,35.8,46.8,48.3,38.5,F
13052,3.0,87.3,yes,yes,51.4,52.3,61.8,54.3,E
13053,3.0,83.3,yes,yes,48.4,51.6,51.9,54.0,E
13054,1.5,70.6,yes,yes,47.4,48.9,55.7,45.8,E
13055,3.1,81.0,yes,no,32.2,49.1,67.2,50.8,E
13056,5.9,88.6,yes,no,77.3,89.2,79.6,76.1,C
13057,3.5,58.5,yes,yes,53.9,60.8,51.5,51.1,E
13058,2.7,65.2,yes,no,48.0,58.1,58.3,52.6,E
13059,5.8,74.3,yes,no,89.8,91.5,94.3,77.6,C
13060,4.4,81.7,yes,no,67.9,81.5,69.2,76.0,C
13061,3.8,80.7,yes,no,72.5,69.1,82.1,67.7,D
13062,6.5,74.7,no,yes,93.9,80.5,87.8,80.5,C
13063,3.4,83.1,yes,no,63.8,59.6,51.7,57.5,D
13064,4.6,51.1,yes,yes,51.4,80.5,62.5,64.9,D
13065,0.7,66.2,yes,no,59.7,45.0,45.3,41.8,E
13066,3.0,78.6,yes,no,57.0,45.2,51.4,58.1,D
13067,2.3,65.3,yes,no,57.6,42.0,62.1,48.6,E
13068,7.1,97.1,yes,yes,96.5,100.0,100.0,94.4,B
13069,0.7,98.2,yes,no,58.7,39.5,33.2,46.7,E
13070,5.8,68.6,yes,yes,86.1,79.4,84.1,77.0,C
13071,6.2,61.6,no,yes,81.1,90.2,85.9,84.1,C
13072,3.0,61.2,yes,yes,42.5,47.8,49.7,45.7,E
13073,2.4,72.2,yes,yes,55.3,48.8,57.2,49.8,E
13074,1.7,97.9,yes,no,39.4,34.0,45.5,43.1,E
13075,2.6,61.8,yes,yes,63.2,60.6,58.1,53.6,E
13076,7.4,66.6,yes,yes,100.0,85.3,89.4,95.4,A
13077,0.8,78.0,yes,no,43.6,44.0,54.6,39.4,F
13078,3.9,78.5,yes,yes,57.0,40.5,67.1,60.6,D
13079,2.5,83.1,no,no,68.3,51.8,48.5,59.5,D
13080,5.7,86.4,yes,no,83.9,72.1,78.2,71.4,C
13081,3.0,89.6,yes,no,58.6,60.8,44.6,61.9,D
13082,3.1,74.6,yes,yes,43.3,59.2,36.5,51.8,E
13083,0.9,53.6,yes,yes,11.9,3.9,37.9,22.5,F
13084,7.3,83.8,no,no,75.5,76.8,99.4,84.6,C
13085,4.4,79.6,no,yes,74.0,61.6,70.4,72.0,C
13086,1.0,60.7,yes,yes,42.5,43.5,38.1,33.0,F
13087,6.1,92.7,yes,no,80.7,85.5,98.1,94.3,B
13088,6.4,87.1,yes,yes,95.0,85.3,85.8,87.3,B
13089,4.0,71.1,yes,no,61.7,54.7,44.5,52.8,E
13090,7.8,98.4,yes,yes,100.0,93.1,85.9,99.0,A
13091,2.2,83.8,yes,no,44.0,53.1,57.3,47.9,E
13092,6.8,96.5,yes,no,100.0,86.1,89.2,92.2,B
13093,6.8,86.4,yes,yes,89.5,69.5,70.4,87.5,B
13094,4.4,85.5,yes,yes,58.0,51.5,58.7,61.3,D
13095,4.6,60.9,no,yes,53.0,42.3,58.2,60.8,D
13096,1.3,71.0,yes,yes,40.7,43.5,67.6,42.1,E
13097,1.5,81.8,yes,no,24.7,33.8,30.2,35.1,F
13098,3.7,91.4,yes,no,53.8,53.9,59.2,56.7,D
13099,7.4,95.6,yes,yes,93.2,100.0,100.0,99.8,A
13100,2.1,54.1,yes,no,21.9,45.7,40.7,39.9,F
13101,4.1,85.7,yes,no,75.0,60.3,65.6,70.4,C
13102,1.0,63.3,yes,yes,40.8,40.3,39.0,37.1,F
13103,2.7,85.5,yes,yes,59.0,51.9,55.7,62.7,D
13104,3.3,65.9,yes,no,56.4,35.4,58.9,51.5,E
13105,7.7,78.5,yes,yes,100.0,100.0,98.1,97.9,A
13106,1.9,76.3,no,no,25.8,37.7,31.6,39.0,F
13107,1.3,93.6,no,no,41.3,42.9,47.0,37.9,F
13108,0.9,82.7,yes,yes,36.8,21.6,37.5,33.8,F
13109,4.4,62.1,yes,yes,61.7,68.1,60.9,64.6,D
13110,4.4,81.4,yes,no,57.9,73.3,86.9,75.7,C
13111,2.0,82.0,yes,no,72.4,40.1,42.7,40.8,E
13112,2.4,68.2,yes,yes,40.8,61.6,53.8,45.4,E
13113,2.9,63.1,no,no,44.6,31.1,42.9,49.9,E
13114,0.6,95.5,yes,no,53.4,56.3,49.1,50.8,E
13115,6.6,57.7,yes,yes,66.2,81.9,77.6,70.2,C
13116,6.3,57.1,yes,yes,68.4,81.3,74.5,76.4,C
13117,2.9,79.5,yes,yes,73.0,72.2,57.6,61.7,D
13118,4.8,65.4,yes,yes,40.9,47.9,66.9,55.9,D
13119,3.0,75.2,yes,yes,39.5,48.1,61.0,48.4,E
13120,0.7,63.4,yes,no,16.9,32.1,24.9,23.7,F
13121,4.9,68.4,yes,yes,74.3,64.8,56.2,70.8,C
13122,5.9,70.4,yes,no,84.9,56.5,82.5,71.2,C
13123,3.0,78.1,yes,yes,35.1,70.1,26.3,46.6,E
13124,2.3,53.9,yes,no,31.7,38.5,33.7,31.8,F
13125,2.5,71.6,yes,yes,34.9,59.8,67.2,52.3,E
13126,3.1,84.4,yes,yes,51.3,60.5,53.6,60.2,D
13127,4.0,85.5,yes,no,61.1,68.9,69.8,62.9,D
13128,6.2,63.5,no,yes,85.6,78.5,70.3,83.3,C
13129,2.0,77.2,yes,no,14.4,38.5,33.8,37.4,F
13130,5.8,69.2,yes,no,55.4,70.6,78.3,68.7,D
13131,7.7,51.8,yes,yes,88.7,87.3,83.5,83.3,C
13132,1.9,71.6,yes,no,59.8,48.9,28.2,52.8,E
13133,4.3,83.7,no,no,69.0,72.7,71.5,75.6,C
13134,3.2,97.3,no,yes,63.5,75.9,52.2,69.1,D
13135,5.0,55.6,yes,yes,54.7,65.1,60.0,61.8,D
13136,7.1,71.4,no,no,96.9,92.9,77.5,84.1,C
13137,7.1,97.1,yes,yes,100.0,88.0,74.3,99.8,A
13138,3.8,73.5,yes,yes,78.9,69.9,55.9,63.4,D
13139,6.2,94.7,yes,no,98.2,75.7,74.6,85.4,B
13140,4.3,84.1,yes,yes,74.6,89.9,77.4,75.6,C
13141,6.3,93.3,yes,no,91.5,94.6,86.3,93.9,B
13142,7.1,87.9,yes,no,100.0,99.6,100.0,100.0,A
13143,5.8,53.6,no,no,65.1,67.7,71.9,65.7,D
13144,1.0,88.1,yes,no,43.8,41.3,52.3,37.5,F
13145,2.3,56.4,yes,yes,39.6,44.2,37.1,35.0,F
13146,6.4,87.4,no,yes,100.0,100.0,94.0,89.0,B
13147,0.6,71.0,yes,yes,19.4,10.1,25.0,27.2,F
13148,4.4,84.2,no,no,77.7,71.4,64.8,73.7,C
13149,5.1,53.0,yes,no,66.4,66.3,76.6,71.0,C
13150,6.6,55.7,yes,yes,75.4,58.7,67.0,65.6,D
13151,6.5,55.3,yes,yes,61.5,68.9,82.0,81.6,C
13152,1.0,68.8,yes,no,36.7,30.6,29.5,30.1,F
13153,5.6,58.5,yes,no,59.0,56.9,66.5,69.2,D
13154,6.4,50.4,no,no,66.1,76.3,60.6,66.7,D
13155,1.3,94.0,yes,yes,45.7,36.8,43.7,44.1,E
13156,4.1,87.6,yes,yes,66.7,78.3,65.7,74.3,C
13157,5.4,78.4,yes,no,65.6,62.6,83.0,70.4,C
13158,3.1,86.2,no,no,68.6,57.7,68.4,66.0,D
13159,3.3,65.1,yes,no,46.4,44.9,20.8,48.8,E
13160,1.3,85.3,yes,no,42.3,29.5,51.6,39.1,F
13161,6.3,76.0,yes,yes,95.7,96.9,99.6,86.0,B
13162,2.3,54.4,yes,no,34.1,39.3,34.3,36.1,F
13163,3.8,83.2,no,no,63.8,61.7,50.5,54.2,E
13164,4.4,99.7,yes,no,59.9,66.4,82.0,69.8,D
13165,1.2,62.8,yes,yes,62.0,51.6,53.8,41.0,E
13166,3.7,50.2,yes,yes,39.2,57.7,35.5,52.1,E
13167,1.6,87.5,yes,no,38.3,37.1,53.8,45.8,E
13168,2.2,63.9,yes,yes,54.7,45.1,55.4,43.7,E
13169,3.2,70.3,yes,yes,54.3,55.0,41.3,47.5,E
13170,4.2,50.4,no,yes,53.3,44.4,40.2,49.0,E
13171,3.8,53.2,yes,no,43.0,50.5,49.9,43.4,E
13172,1.0,85.4,no,yes,29.8,23.4,58.1,37.7,F
13173,3.1,98.2,yes,no,45.4,58.0,73.4,59.3,D
13174,0.8,79.5,yes,no,42.5,32.9,44.5,36.9,F
13175,2.4,92.1,no,no,66.0,73.5,57.9,58.9,D
13176,1.1,60.3,yes,no,39.2,25.2,34.8,34.2,F
13177,1.8,53.4,yes,yes,38.9,41.8,40.6,40.9,E
13178,4.3,67.4,yes,no,73.8,70.7,54.0,56.7,D
13179,7.5,60.4,yes,no,82.9,80.3,71.3,77.7,C
13180,2.0,80.8,yes,yes,53.7,43.8,59.2,52.2,E
13181,6.0,97.8,yes,yes,82.1,86.1,65.1,78.6,C
13182,0.8,61.6,yes,no,43.0,41.7,31.5,23.0,F
13183,3.0,95.1,yes,yes,59.0,67.7,61.9,66.9,D
13184,3.5,76.9,yes,no,58.3,82.2,70.7,65.7,D
13185,1.3,55.1,no,no,24.9,29.1,15.9,23.3,F
13186,5.3,76.8,yes,yes,68.5,88.8,52.8,69.0,D
13187,1.6,73.4,no,yes,47.7,45.7,54.6,40.0,E
13188,6.5,87.5,yes,yes,85.7,100.0,94.6,84.7,C
13189,4.9,87.4,yes,no,89.8,78.4,79.0,82.2,C
13190,6.1,82.1,no,yes,88.6,78.7,97.5,76.8,C
13191,1.7,83.4,no,no,55.4,47.1,73.2,56.7,D
13192,2.9,80.4,no,no,68.6,59.6,57.4,51.5,E
13193,5.8,61.8,yes,yes,61.7,64.6,47.7,62.1,D
13194,3.9,96.3,yes,yes,73.1,73.6,53.1,66.5,D
13195,5.2,60.6,yes,no,65.0,71.3,67.4,65.5,D
13196,3.6,79.8,yes,no,52.9,68.7,74.0,63.6,D
13197,5.5,88.7,yes,no,79.3,91.2,99.5,82.3,C
13198,5.3,54.2,yes,yes,76.6,69.9,62.4,59.8,D
13199,2.7,72.5,yes,yes,45.3,64.3,68.1,59.8,D
13200,7.1,51.5,yes,yes,80.8,71.6,80.6,68.5,D
13201,6.0,61.3,yes,no,56.7,66.6,57.7,74.4,C
13202,1.0,81.8,yes,no,45.4,54.0,37.2,43.0,E
13203,0.8,95.7,no,no,53.6,33.1,45.7,41.3,E
13204,5.9,65.2,yes,yes,63.2,76.9,84.4,78.5,C
13205,5.2,91.7,yes,yes,66.0,74.6,62.9,73.7,C
13206,7.4,76.2,yes,yes,97.6,71.5,91.4,84.4,C
13207,5.6,88.0,yes,yes,77.7,71.1,91.3,83.2,C
13208,2.1,90.5,yes,no,52.5,47.4,56.8,54.5,E
13209,0.8,81.8,yes,yes,41.0,49.1,50.6,43.9,E
13210,4.5,71.1,yes,yes,51.8,68.2,68.1,64.5,D
13211,4.2,79.2,no,no,58.6,50.7,61.0,56.1,D
13212,7.5,84.6,yes,yes,100.0,100.0,89.2,91.4,B
13213,5.8,93.1,yes,yes,86.1,80.4,76.5,84.0,C
13214,7.3,77.4,no,yes,100.0,100.0,95.7,97.7,A
13215,6.2,93.7,yes,yes,82.6,82.6,88.6,85.2,B
13216,5.5,69.4,yes,yes,65.1,55.8,41.2,62.3,D
13217,4.7,88.0,yes,yes,91.0,100.0,69.7,81.2,C
13218,4.9,80.5,yes,no,80.7,58.6,71.3,78.8,C
13219,4.3,53.9,yes,no,47.4,61.1,42.7,57.8,D
13220,6.8,75.1,no,no,78.8,78.8,85.8,86.2,B
13221,2.3,88.2,yes,yes,63.8,50.9,39.3,63.0,D
13222,7.4,83.6,no,no,94.1,85.4,89.6,85.6,B
13223,4.7,78.2,yes,no,71.5,89.3,69.7,73.2,C
13224,3.8,89.6,yes,yes,69.8,65.7,61.8,59.9,D
13225,2.1,95.2,no,no,64.2,29.8,56.9,45.5,E
13226,2.6,57.2,yes,no,47.8,24.7,44.1,36.3,F
13227,4.9,62.8,no,yes,52.5,51.5,44.7,56.8,D
13228,1.6,99.4,yes,no,39.8,33.4,33.5,42.8,E
13229,0.5,62.1,yes,no,44.2,44.7,22.3,30.6,F
13230,2.4,91.4,yes,yes,62.6,65.5,87.2,59.8,D
13231,2.8,76.6,no,yes,59.4,54.4,41.5,59.0,D
13232,7.6,69.2,yes,no,81.1,82.4,79.8,82.9,C
13233,4.9,86.4,yes,no,63.4,62.6,82.8,71.8,C
13234,3.5,87.7,yes,yes,50.1,54.5,58.8,59.6,D
13235,7.9,63.6,yes,no,82.3,74.8,83.9,86.7,B
13236,3.3,50.6,yes,no,51.5,57.1,70.0,56.0,D
13237,7.7,88.9,yes,no,100.0,91.5,77.7,95.4,A
13238,7.6,84.5,yes,no,90.2,93.6,98.6,93.5,B
13239,5.7,56.0,yes,no,75.2,85.8,67.5,75.1,C
13240,4.4,51.8,yes,no,52.1,54.9,58.5,56.3,D
13241,6.7,83.0,yes,yes,82.1,61.3,96.5,85.4,B
13242,2.9,80.1,no,no,51.3,66.1,42.5,48.4,E
13243,3.3,88.2,yes,no,38.7,68.4,64.8,66.0,D
13244,2.1,93.7,yes,no,71.4,45.8,68.6,58.0,D
13245,2.4,83.2,yes,no,58.9,58.9,44.4,60.4,D
13246,1.5,81.8,yes,yes,36.2,55.3,53.4,46.0,E
13247,6.9,76.0,yes,yes,66.9,75.0,72.5,78.3,C
13248,0.5,78.3,no,yes,42.7,41.4,51.4,42.0,E
13249,3.7,98.7,yes,yes,31.8,59.1,59.0,60.8,D
13250,3.2,52.3,yes,no,55.5,59.3,37.5,42.8,E
13251,3.4,77.2,yes,yes,51.9,84.5,61.6,60.0,D
13252,6.8,62.4,yes,no,92.8,89.4,91.7,79.8,C
13253,6.7,86.3,yes,no,97.6,100.0,87.4,91.8,B
13254,5.5,87.4,yes,no,79.6,65.8,75.5,80.5,C
13255,5.7,63.3,yes,no,80.0,68.7,84.1,72.3,C
13256,6.5,87.9,yes,yes,82.4,80.4,87.7,88.8,B
13257,3.4,82.2,yes,yes,53.7,63.6,53.1,56.6,D
13258,3.9,97.3,yes,yes,96.5,90.5,75.3,78.3,C
13259,2.3,90.8,yes,no,56.9,48.7,60.1,50.7,E
13260,2.3,88.6,yes,no,61.4,50.2,60.8,53.0,E
13261,7.5,57.0,yes,no,90.6,92.0,81.4,90.9,B
13262,6.2,99.3,yes,no,72.3,73.9,75.6,81.3,C
13263,3.9,89.8,yes,yes,65.9,50.8,76.4,67.5,D
13264,0.8,92.1,yes,no,25.5,47.3,42.3,37.4,F
13265,6.1,87.6,no,yes,74.3,84.2,64.1,89.2,B
13266,7.6,92.7,yes,no,97.0,94.1,98.8,96.6,A
13267,7.5,80.4,yes,yes,92.4,100.0,98.4,100.0,A
13268,5.9,50.7,yes,yes,69.4,54.4,75.6,65.0,D
13269,5.4,73.2,yes,no,75.0,99.9,97.1,81.2,C
13270,1.4,62.4,no,yes,16.7,39.5,30.9,34.6,F
13271,1.1,65.6,no,yes,51.9,38.1,71.2,45.0,E
13272,2.5,63.8,yes,yes,47.2,52.4,22.9,40.9,E
13273,4.7,81.6,yes,no,75.6,86.8,68.9,70.5,C
13274,7.3,89.4,no,no,91.9,78.3,96.0,96.0,A
13275,7.0,93.5,yes,yes,100.0,66.5,100.0,99.1,A
13276,2.8,93.7,no,no,50.6,49.9,61.3,51.9,E
13277,3.2,51.0,yes,yes,51.2,50.5,61.7,50.2,E
13278,2.8,87.7,no,no,59.9,57.6,62.5,54.9,E
13279,4.5,96.5,no,no,59.8,87.6,75.5,72.3,C
13280,6.6,88.7,yes,no,80.8,83.9,78.9,80.9,C
13281,6.4,55.8,yes,no,66.4,65.2,55.6,67.3,D
13282,7.1,97.9,yes,no,100.0,100.0,95.9,98.6,A
13283,4.4,75.1,yes,no,59.7,70.7,54.2,55.9,D
13284,5.4,78.7,yes,yes,76.7,47.6,51.6,64.8,D
13285,7.7,64.1,no,yes,100.0,100.0,100.0,95.5,A
13286,5.6,92.3,yes,no,68.6,68.6,64.2,71.7,C
13287,1.8,93.9,yes,no,25.5,55.8,50.4,44.7,E
13288,3.0,90.8,yes,no,39.2,52.1,63.8,60.3,D
13289,1.1,60.4,yes,no,38.4,18.7,15.2,27.4,F
13290,1.3,56.4,yes,yes,20.7,39.0,21.3,31.1,F
13291,4.2,98.8,yes,yes,72.5,87.4,69.2,75.8,C
13292,6.0,93.6,yes,no,91.2,95.7,76.0,80.9,C
13293,1.9,92.8,yes,no,46.7,29.5,59.0,44.5,E
13294,2.9,89.0,yes,yes,74.2,56.1,54.4,52.1,E
13295,3.0,55.3,yes,no,47.6,47.2,31.3,38.5,F
13296,6.8,75.7,yes,no,79.2,69.4,91.8,84.8,C
13297,1.9,55.8,yes,no,23.2,13.5,44.8,29.5,F
13298,0.8,71.1,yes,no,42.0,35.7,27.6,32.7,F
13299,5.2,58.1,yes,no,54.7,60.0,57.3,58.0,D
13300,4.5,74.0,yes,yes,82.4,78.3,69.3,75.4,C
13301,0.5,83.6,yes,no,62.5,40.2,50.4,44.5,E
13302,6.2,92.1,yes,yes,80.0,86.9,97.2,92.2,B
13303,3.7,54.0,yes,no,45.2,74.3,58.1,55.5,D
13304,4.6,94.6,no,no,68.9,79.8,84.5,83.5,C
13305,5.5,59.5,yes,no,49.0,64.9,50.5,62.8,D
13306,0.9,97.2,yes,yes,46.9,43.7,39.2,54.5,E
13307,1.8,74.1,yes,no,40.2,53.6,43.0,43.2,E
13308,4.0,52.8,no,yes,40.5,45.6,34.0,45.5,E
13309,1.8,89.5,yes,no,53.4,57.3,53.9,51.5,E
13310,1.4,52.4,yes,no,34.6,52.4,23.0,37.4,F
13311,2.9,81.4,yes,yes,69.8,60.2,55.2,60.5,D
13312,3.7,89.8,yes,yes,94.6,89.3,59.2,63.8,D
13313,6.9,73.1,yes,yes,81.7,98.3,58.4,83.3,C
13314,5.0,84.1,yes,yes,72.1,76.7,68.2,77.0,C
13315,7.5,78.6,no,yes,80.4,82.2,91.2,88.6,B
13316,3.9,53.5,yes,yes,42.6,49.0,74.5,59.0,D
13317,4.0,84.7,yes,yes,57.9,57.9,79.1,64.0,D
13318,2.8,97.6,yes,no,56.8,41.1,57.9,55.6,D
13319,1.1,67.1,no,yes,26.2,37.1,30.2,27.2,F
13320,1.8,56.3,yes,yes,47.4,37.2,39.1,30.1,F
13321,1.0,62.8,yes,yes,39.1,35.4,24.2,34.5,F
13322,5.8,81.8,yes,yes,83.6,80.2,57.5,71.6,C
13323,3.1,99.2,yes,yes,58.0,61.7,53.3,62.2,D
13324,0.7,90.6,no,yes,25.2,36.9,36.9,40.8,E
13325,6.1,89.1,yes,yes,84.8,84.5,82.0,76.8,C
